year,article_id,figure_name,figure_caption,figure_img
2014,6763041,Fig. 2.,"BoW framework map representations from image pixels to low-level descriptors, mid-level visual codes and, eventually, to a high-level image signature, which is used for categorization. In the hierarchical architecture, the feature dimensionality increases progressively, enhancing the richness of the representation. Meanwhile, the features are gradually abstracted through the layers and the number of features (i.e., cardinality) over the image space is reduced. The graph illustrates the relation between dimensionality and cardinality of the representation through the various processes in the framework.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh2-2307532-large.gif
2014,6763041,Fig. 3.,(a) Structure of the RBM. (b) Single RBM layer is used to encode a single SIFT descriptor in a shallow architecture.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh3ab-2307532-large.gif
2014,6763041,Fig. 4.,Two-layer hierarchical architecture for coding SIFT-based MFs to local codes and subsequently to higher level macrocodes.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh4-2307532-large.gif
2014,6763041,Fig. 5.,"Comparing different coding strategies with the activation matrix
Z
. (a) Well-trained dictionary exhibits both selectivity and sparsity. Activations have high variance and are uncorrelated. (b) Selective-only coding may cause many features to be ignored or over represented. (c) Sparse-only coding alone might lead to codewords that have strong correlation or are silent.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh5abc-2307532-large.gif
2014,6763041,Fig. 6.,"Succession of two steps transforms a set of data-sampled activations to their targets. For illustrative purposes, the sequence of latent activations on the left is sorted in an ascending order of their activation level (middle) and its histogram is displayed on the right. (a) Original activation sequence may take the form of any empirical distribution. (b) Step 1 ranks the signals and scales them between 0 and 1, resulting in a uniform distribution within that interval. (c) Step 2 maps the ranked signals to fit a predefined long-tailed distribution to obtain
p
. Only few target activations are encouraged to be high, while most are low.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh6abc-2307532-large.gif
2014,6763041,Fig. 7.,"Overall, the parameters of the BoW model are optimized in six steps. The steps are grouped into three phases. 1: greedy supervised learning, 2: top-down regularized deeps learning, and 3: supervised discriminative learning. Inference consists of a single feedforward pass through the BoW pipeline.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh7-2307532-large.gif
2014,6763041,Fig. 8.,Transfer learning results between Caltech-101 and 15-Scenes. Transfer learning works well when the representation transferred is shallow.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh8-2307532-large.gif
2014,6763041,Fig. 9.,"(a) Visualization of visual dictionary learned from SIFT descriptors by a shallow architecture. The codewords are observed to encode a variety of image structure, such as (b) smooth gradients, (c) lines and edges, (d) textured gratings, or (e) other complex features, such as corners, bends, and center-surround features. Hypothetical pixel intensities leading to strong responses for the codewords are shown below each set of codeword examples.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh9abcde-2307532-large.gif
2014,6763041,Fig. 10.,Results on 15-Scenes with unsupervised RBM learning jointly regularized with sparsity and selectivity. Performance degrades as the coding gets too sparse or too distributed.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh10-2307532-large.gif
2014,6763041,Fig. 11.,Relative contributions of sparsity and selectivity on categorization results on Caltech-101 (15 training examples) using a shallow architecture.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh11-2307532-large.gif
2014,6763041,Fig. 12.,Results for 10 trials on Caltech-101 (30 examples) for the (a) shallow and (b) deep architectures using MFs. When supervised fine-tuning improves the results for every trial. The performance boost is substantial for the deep model.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6960135/6763041/goh12ab-2307532-large.gif
2014,6851844,Fig. 1.,Supervised training schema.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6221020/6945396/6851844/guidi1-2337752-large.gif
2014,6851844,Fig. 2.,Patient management interface.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6221020/6945396/6851844/guidi2-2337752-large.gif
2014,6851844,Fig. 3.,Score-based prognosis interface.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6221020/6945396/6851844/guidi3-2337752-large.gif
2014,6851844,Fig. 4.,Input mask.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6221020/6945396/6851844/guidi4-2337752-large.gif
2014,6851844,Fig. 5.,Graphical view of follow-ups.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6221020/6945396/6851844/guidi5-2337752-large.gif
2014,6851844,Fig. 6.,Decision process of pruned CART in HF severity assessment.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6221020/6945396/6851844/guidi6-2337752-large.gif
2014,6615928,Fig. 1.,Variations of accuracies of SBELM and ELM with increment of hidden neurons.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6763171/6615928/6615928-fig-1-source-large.gif
2014,6615928,Fig. 2.,Variations of number of remaining hidden neurons with increment of hidden neurons in SBELM and TROP-ELM.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6763171/6615928/6615928-fig-2-source-large.gif
2014,6570512,Fig. 1.,"ROC curves of two selected feature combinations (Count2 and Leakage) and some individual features, window size = 5 s, on training set.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/10/6815992/6570512/6570512-fig-1-source-large.gif
2014,6780607,Fig. 1.,Block diagram describing the conceptual framework for AL and SSL.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse1-2305805-large.gif
2014,6780607,Fig. 2.,Sample selection by the query function with different SSL and AL strategies.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse2-2305805-large.gif
2014,6780607,Fig. 3.,"Distribution of the synthetically generated samples. Dark points refer to the pool, while bright colored (red and blue) ones refer to the training set (two-moon toy data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse3-2305805-large.gif
2014,6780607,Fig. 4.,"Average (over ten trials) OA on the test set versus the number of semilabeled training samples used by the classifier in the five experiments using
PS
3
VM
(two-moon toy data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse4-2305805-large.gif
2014,6780607,Fig. 5.,"Average (over ten trials) OA on the test set versus the number of semilabeled training samples used by the classifier in the five experiments using
PS
3
VM-D
(two-moon toy data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse5-2305805-large.gif
2014,6780607,Fig. 6.,Average (over ten trials) OA on the test set versus the number of training samples used by the classifier in the five experiments using AL (two-moon toy data set).,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse6-2305805-large.gif
2014,6780607,Fig. 7.,"Distribution of unlabeled and semilabeled data at different iterations using the
PS
3
VM
method for experiment 1: (a) Original training set, (b) 600 semilabeled points, (c) 1200 semilabeled points, and (d) 1800 semilabeled points.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse7abcd-2305805-large.gif
2014,6780607,Fig. 8.,"Distribution of unlabeled and semilabeled data at different iterations using the
PS
3
VM-D
method for experiment 1: (a) Original training set, (b) 300 semilabeled points, (c) 500 semilabeled points, and (d) 1000 semilabeled points.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse8abcd-2305805-large.gif
2014,6780607,Fig. 9.,"Distribution of labeled data at different iterations of the AL method (MCLU-ECBD) for experiment 1: (a) Original training set, (b) 40 labeled points, (c) 60 labeled points, and (d) 70 labeled points.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse9abcd-2305805-large.gif
2014,6780607,Fig. 10.,"Distribution of the synthetically generated samples. Dark points refer to the pool, while bright colored ones refer to the training set (multiclass toy data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse10-2305805-large.gif
2014,6780607,Fig. 11.,True color composition of the considered QuickBird image.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse11-2305805-large.gif
2014,6780607,Fig. 12.,"Distribution of training and pool samples considering bands 3 and 4 of the multispectral image for (a) experiment 1, (b) experiment 2, (c) experiment 3, and (d) experiment 4 (multispectral RS data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse12abcd-2305805-large.gif
2014,6780607,Fig. 13.,"Average (over ten trials) OA on the test set versus the number of semilabeled samples considered by
PS
3
VM
classifier in the four experiments (multispectral RS data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse13-2305805-large.gif
2014,6780607,Fig. 14.,Average (over ten trials) OA on the test set versus the number of semilabeled samples considered by \$\hbox{PS}^{3}\hbox{VM-D}\$ classifier in the four experiments (multispectral RS data set).,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse14-2305805-large.gif
2014,6780607,Fig. 15.,Average (over ten trials) OA on the test set versus the number of training samples used by the classifier in the four experiments using AL (MCLU-ECBD) (multispectral RS data set).,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse15-2305805-large.gif
2014,6780607,Fig. 16.,"Distribution of unlabeled and semilabeled data at different iterations using the \$\hbox{PS}^{3}\hbox{VM}\$ method for experiment 2 considering bands 3 and 4. (a) Original training set, (b) 500 semilabeled points, (c) 1000 semilabeled points, and (d) 2000 semilabeled points (multispectral RS data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse16abcd-2305805-large.gif
2014,6780607,Fig. 17.,"Distribution of unlabeled and semilabeled data at different iterations using the \$\hbox{PS}^{3}\hbox{VM}\$ method for experiment 4 considering bands 3 and 4. (a) Original training set, (b) 1000 semilabeled points, (c) 2000 semilabeled points, and (d) 3000 semilabeled points (multispectral RS data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse17abcd-2305805-large.gif
2014,6780607,Fig. 18.,"Distribution of unlabeled and labeled data at different iterations of the AL process (MCLU-ECBD) for experiment 2 considering bands 3 and 4. (a) Original training set, (b) 5 added labeled points, (c) 25 added labeled points, and (d) 100 added labeled points (multispectral RS data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse18abcd-2305805-large.gif
2014,6780607,Fig. 19.,"Distribution of unlabeled and labeled data at different iterations of the AL process (MCLU-ECBD) for experiment 4 considering bands 3 and 4. (a) Original training set, (b) 5 added labeled points, (c) 25 added labeled points, and (d) 100 added labeled points (multispectral RS data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse19abcd-2305805-large.gif
2014,6780607,Fig. 20.,"Average (over ten trials) OA obtained by the \$\hbox{PS}^{3}\hbox{VM-D}\$ with respect to the number of semilabeled samples added to the training set for experiments 1, 2, 3, 5, 7, and 9 (hyperspectral RS data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse20-2305805-large.gif
2014,6780607,Fig. 21.,"Average (over ten trials) OA obtained versus the number of labeled samples using the following methods: 1) Random sampling (RAND), 2) MCLU, 3) MCLU-ECBD, 4) multiview-based AL using five views generated by correlation-partition-based clustering as reported in [47] (multiview C), and 5) multiview-based AL using five views randomly generated (multiview R) (hyperspectral RS data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse21-2305805-large.gif
2014,6780607,Fig. 22.,"Average (over ten trials) OA obtained versus the number of labeled/semilabeled samples added to the training using different combination strategies for AL and SSL: 1) sequential strategy (AL+SSL) and 2) SSL encapsulation in the AL process (encSSL-AL). For the sequential strategy, solid and dashed lines correspond to AL and SSL phases, respectively (hyperspectral RS data set).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/36/6823767/6780607/perse22-2305805-large.gif
2014,6582514,Fig. 1.,"Comparisons of indicator function and its differentiable approximation
ξ
β
(β=3)
.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6709816/6582514/6582514-fig-1-source-large.gif
2014,6582514,Fig. 2.,"Comparisons of Laplace approximation, EP, and hybrid Monte Carlo (HMC, 2000000 sampling points) in terms of generalization error and CPU time. (a) Synth. (b) Heart.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6709816/6582514/6582514-fig-2-source-large.gif
2014,6582514,Fig. 3.,"Comparison of classification of synthetic data sets using a RBF kernel. Two classes are shown as dots and crosses. The separating lines are obtained by projecting test data over a grid. Kernel and regularization parameters for SVM, RVM, and EPCVM are obtained by tenfold cross-validation. (a) Spiral: SVM. (b) Spiral: RVM. (c) Spiral: EPCVM. (d) Overlap: SVM. (e) Overlap: RVM. (f) Overlap: EPCVM.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6709816/6582514/6582514-fig-3-source-large.gif
2014,6582514,Fig. 4.,"Comparison of CPU time and the ERR of
EPCVM
Lap
, SVM, SMLR, and RVM on adult data set. (a) CPU time on adult data set. (b) Error rate on adult data set.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6709816/6582514/6582514-fig-4-source-large.gif
2014,6582514,Fig. 5.,Illustration of KL divergence between truncated posterior and truncated Gaussian prior.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6709816/6582514/6582514-fig-5-source-large.gif
2014,6704311,Fig. 1.,Entire scheme for the CP- and DP-ELM.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6914636/6704311/wang1-2296048-large.gif
2014,6704311,Fig. 2.,"Model selection of CP- and DP-ELM using Sigmoid hidden nodes for nonlinear time series
(σ=0.1)
. (a) Average ARER. (b) Selected hidden node numbers versus evaluation trials. (c) Testing RMSE versus evaluation trials.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6914636/6704311/wang2abc-2296048-large.gif
2014,6704311,Fig. 3.,"Identification results of (a) CP-, (b) DP-, (c) OP-, and (d) ELM using Sigmoid hidden nodes for nonlinear time series with
σ=0.1
(‘
⋅
’, ‘
∗
’, and ‘
∘
’ denote noisy, noise-free, and identification points, respectively).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6914636/6704311/wang3abcd-2296048-large.gif
2014,6810000,Fig. 1.,"Illustration of face-race perception. The quick glimpse of the picture will activate three “primitive” conscious evaluations of a person: a young white female, although this figure was a computer-generated “artificial” face with a mix of several races. (Photo source: The New Face of America, TIME Magazine, November 18, 1993.)",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he1-2321570-large.gif
2014,6810000,Fig. 2.,"Illustrative example showing that skin tone is not the major determinant of perceived racial identity: observers look at a series of facial photos where a central face (racially different from the surroundings) appeared lightened or darkened, which nevertheless produce no influence on their final race identification judgement of the central face. The behavior result showed that race perception is not determined by skin color information, but by morphological characteristics of the subject (Figure source: [55]).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he2-2321570-large.gif
2014,6810000,Fig. 3.,"Illustrative genetic variance distribution of human races, while in practice it is often accepted that 3- to 7-races classification system would be enough for regular applications (Figure source: http://www.faceresearch.org/).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he3-2321570-large.gif
2014,6810000,Fig. 4.,"Eye tracking data shows different attention regions for Western and Eastern subjects (observers) viewing same race and other race faces from JACFEE [72]. Left part: Western subject’s gazing region for Western face. Right part: Eastern subject’s gazing region for Eastern face. As can be seen from the figure, fixation distributions for both observer group varied significantly (color-area indicates the density of fixations), which can be roughly grouped into nose-centric for Western (evenly distribution across the face) and eye-centric for Eastern (biased for upper part of face). Biased attention may cause ambiguity in affective perception (Figure source: [73]).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he4-2321570-large.gif
2014,6810000,Fig. 5.,"Illustrative time course of face perception in human brain, recorded by ERP potential peaking. Race sensitive modulation was observed mainly in N100 (mean peak latency around 120ms) and P200. Gender modulation was observed in P200 (mean peak latency around 180ms). N170 component indicates structural encoding of face (versus non-face). Social membership cognition was observed in P300. Data source: [83] .",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he5-2321570-large.gif
2014,6810000,Fig. 6.,Illustration of race processing regions [36].,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he6-2321570-large.gif
2014,6810000,Fig. 7.,"Illustrative visualization representing the relationship between eigenface and facial information, note that (b) and (c) are multiplied by 3
σ
, the square root of eigenvalue. Clearly the facial properties such as race, pose, illumination and gender are controlled by the different eigenfaces [114].",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he7-2321570-large.gif
2014,6810000,Fig. 8.,"Discriminative race feature representation by multiple layer convolution neural networks (CNN). (a): supervised CNN filters, (b): CNN with transfer learning filters [126].",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he8-2321570-large.gif
2014,6810000,Fig. 9.,Illustrative example showing racial sensitive regions.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he9-2321570-large.gif
2014,6810000,Fig. 10.,"Illustrative example showing different periocular region, from left to right: East Asian, African-American, Caucasian, Asian Indian. Compared with iris image, periocular region could provide more rich semantic information for race classification (Source: Google Images).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he10-2321570-large.gif
2014,6810000,Fig. 11.,"Framework of a typical racial face processing system. Following the basic visual cortex scheme, the preprocessing part includes the detection of facial regions, illumination normalization, and edge detection. The second level functions like Gabor filter, sending output to the perceptual level for extracting features robust for selectivity and variance, after being grouped and classified, the category level gives the output [122].",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he11-2321570-large.gif
2014,6810000,Fig. 12.,"The anatomically anthropometric landmarks used in [155]. It should be noted that those landmarks are highly redundant, therefore, how to chose a distinct subset according to some predefined criterion is essential.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he12-2321570-large.gif
2014,6810000,Fig. 13.,3D generic models and depth image of different races used in [119] for 3D reconstruction.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he13-2321570-large.gif
2014,6810000,Fig. 14.,"The anatomical landmark regions used in [158], showing the five most relevant iso-geodesic stripe pairs for Asian and Caucasian subjects.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he14-2321570-large.gif
2014,6810000,Fig. 15.,"Diagram showing the whole configuration of the CUN face database (with varying poses, expressions, accessories, illumination, photographic room and a multi-camera system [122] [174].",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he15-2321570-large.gif
2014,6810000,Fig. 16.,3D facial stimuli generated by FaceGen Modeller [195].,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he16-2321570-large.gif
2014,6810000,Fig. 17.,"Systematic illustration of a computationally intelligent biometric video surveillance system. From the top: the first level divides the input data into two branches: physical body tracking and face tracking. With interaction of databases, in the person session the system focuses on the overall biometrics such as height, behavior and trajectory following; while in the face session the system mainly concerns about detailed facial information, such as facial expressions, gender, race, identity, etc., in a coarse-to-fine order. Weighted outputs are sent to fusion center where the final decision making is performed. The system can be accomplished in a multi-camera networks. The extraction of these biometric sensitive information also helps to build intelligent CCTV for ensuring privacy.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he17-2321570-large.gif
2014,6810000,Fig. 18.,"Silhouette profiles across races, from left to right: African-American (Male/Female), Asian (Male/Female), Caucasian American(Male/Female) (Figure source: [213]).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he18-2321570-large.gif
2014,6810000,Fig. 19.,"Computational illustration for overall cognitive race processing regions and a hypothetical two-level working scheme hierarchy: Primary level (L1) includes ventral visual pathway (from retina to IT/TEO, for general object recognition and understanding), this level is bottom-up. Higher level (L2) includes VLPFC/DLPFC/MPFC, amygdala, ACC/PCC/FFA, it controls social interaction and application of race perception, which might exert top-down regulation to the L1 level. It is generally considered that PCC and FFA are engaged in early detection and categorization stage of race, and Amygdala is involved in the regulation of emotion and social status inference (e.g., racial attitude judgments). ACC/DLPFC/VLPFC are responsible for behavior control, such as race-biased response or stereotype, and prejudice. MPFC deals with inference with interaction among race groups. Selective attention exerts top-down administration. At present, most neuro-computational models have been focused on ventral pathway, and detailed knowledge about the precise role of cortical regions involved in racial cortex part is still missing. Note that several possible subcortical pathways also exist as shortcuts, such as the green dashed line involving the SC and the pulvinar nucleus, which provides fast and direct access to the amygdala, or LGN-MT and V2-TEO connections. Also note that the scheme is a rough hypothetical illustration and thus not strictly hierarchical. LGN, lateral geniculate nucleus; MT, medial temporal area (also known as V5); SC, superior colliculus; TEO, inferior temporal area; VLPFC, ventrolateral prefrontal cortex; DLPFC, dorsolateral prefrontal cortex; FFA, fusiform face area (fusiform gyrus).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6940341/6810000/he19-2321570-large.gif
2014,6740813,Fig. 1.,Undirected bipartite graphical model of an RBM.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang1-2303478-large.gif
2014,6740813,Fig. 2.,Block diagrams of the keypoint recognition method.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang2-2303478-large.gif
2014,6740813,Fig. 3.,"Example of generating training image patches. Left: selected keyframe. Right: set of image patches generated using (10) corresponding to the feature point extracted from the keyframe, as shown in the red circle.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang3ab-2303478-large.gif
2014,6740813,Fig. 4.,Matching results of the first indoor experiment.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang4-2303478-large.gif
2014,6740813,Fig. 5.,Matching results of the second indoor experiment.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang5-2303478-large.gif
2014,6740813,Fig. 6.,Matching results of the first outdoor experiment.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang6-2303478-large.gif
2014,6740813,Fig. 7.,Matching results of the second outdoor experiment.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang7-2303478-large.gif
2014,6740813,Fig. 8.,Comparison results using the RBM and the L&F methods for the first indoor experiment.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang8-2303478-large.gif
2014,6740813,Fig. 9.,Comparison results using the RBM and the L&F methods for the second outdoor experiment.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang9-2303478-large.gif
2014,6740813,Fig. 10.,Average training time with different numbers of keypoint classes.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang10-2303478-large.gif
2014,6740813,Fig. 11.,Matching results using different numbers of point classes: 400 (top) and 200 (bottom).,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang11-2303478-large.gif
2014,6740813,Fig. 12.,Average training time with different batch sizes.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang12-2303478-large.gif
2014,6740813,Fig. 13.,Recognized keypoints with different batch sizes.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang13-2303478-large.gif
2014,6740813,Fig. 14.,Comparison results using the RBM and the SIFT methods for the indoor experiment.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang14-2303478-large.gif
2014,6740813,Fig. 15.,Comparison results using the RBM and the SIFT methods for the outdoor experiment.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/6924821/6740813/tang15-2303478-large.gif
2014,6620871,Fig. 1.,Two examples of using some source knowledge on fruits and animals while learning the target objects guava and okapi.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma1-197-large.gif
2014,6620871,Fig. 2.,Three ways in which transfer might improve the learning performance when the number of target training samples increases. Forcing the target learning process to rely on unrelated sources produces the negative transfer effect. (Figure reproduced and adapted from [16].).,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma2-197-large.gif
2014,6620871,Fig. 3.,Scheme of the possible transfer learning conditions in visual object categorization. The number of source sets can increase with different possible levels of relatedness with respect to the target category. The tasks are heterogeneous (homogeneous) if the samples are represented with different (the same) descriptors. The target task can be supervised with an increasing number of training samples or unsupervised when the target samples are not annotated.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma3-197-large.gif
2014,6620871,Fig. 4.,"For Multi-KT the source and target models must live in the same space identified by the kernel
K
. For MultiK-KT all the sources can be defined independently in their own space and the target solution lives in the space obtained by orthogonal combination. We show also a geometrical interpretation of the kernel combination.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma4-197-large.gif
2014,6620871,Fig. 5.,"Top line: Performance of the Multi-KT method with various settings for the constraint on the source knowledge weights. The results correspond to average recognition rate over the categories, considering each class out experiment repeated ten times. Bottom line: output of the bidimensional scaling applied on the
β
vector values. For 10 mixed classes we also show the assigned weigths with a heat map where each row corresponds to a target class and each column to a source class.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma5-197-large.gif
2014,6620871,Fig. 6.,"Left and middle columns: recognition rate as a function of the number of positive training samples. In each experiment we consider in turn one of the classes as target and the others as source, on ten random training sets. The final results are obtained as average over all the runs. Top Right: (up) the histogram bars represent the recall produced by the source model (indicated on the x-axis) when used to classify on the target class; (down) we compute separately the true positive and true negative recognition rate of Multi-KT and we show the value of their difference with no transfer in the related case. Bottom Right: average norm of the difference between two
β
vectors obtained for a pair of subsequent training steps.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma6-197-large.gif
2014,6620871,Fig. 7.,Performance of the MultiK-KT method in comparison with the single kernel Multi-KT formulation. The curves identified by no transfer and no transfer multiK corresponds respectively to learning from scratch by using only the Gaussian kernel or the combination of generalized Gaussian kernels.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma7-197-large.gif
2014,6620871,Fig. 8.,"Recognition rate as a function of the number of positive training samples. Each source model is defined by using a Gaussian kernel with a different
γ
parameter.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma8-197-large.gif
2014,6620871,Fig. 9.,Multi-KT performance for high number of source knowledge sets. Right: one shot learning recognition rate results when varying the number of prior known object categories.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma9-197-large.gif
2014,6620871,Fig. 10.,"Top line: recognition rate as a function of the number of positive training samples. Each experiment is defined by considering in turn one of the classes as target and the others as sources. The final results are obtained as average over ten runs. Bottom line: Maximum value over the elements of the
β
vector averaged over the classes and the splits.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/34/6809246/6620871/tomma10-197-large.gif
2014,6682887,Fig. 1.,"A user interface to allow end users to test a classifier [32]. This classifier takes a message (input) and produces a topic label (output). The pie chart depicts the classifier's confidence that the message belongs in the red category (Cars), the blue category (Motorcycles), etc. A user can mark any message's topic label as right or wrong; these marked messages are the test cases.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/32/6780997/6682887/6682887-fig-1-source-large.gif
